Date,Temperature,Wind Speed,Solar Radiation,Energy Demand,Grid Utilization
10/16/2023 15:00,10.3,4,995.96,966.7,796.48
10/16/2023 16:00,11.61,7.59,206.97,1011.94,677.78
10/16/2023 17:00,10.59,11.67,113.45,1013.26,693.07
10/16/2023 18:00,28.39,12.87,901.02,842.72,677.05
10/16/2023 19:00,15.5,12.67,320.46,658.01,401.86
10/16/2023 20:00,6.74,5.4,756.73,1064.68,854.67
10/16/2023 21:00,34.07,10.31,829.91,1126.01,814.07
10/16/2023 22:00,31.51,4.69,873.09,223.81,273.92
10/16/2023 23:00,32.83,0.91,992.43,251.55,259.52
10/17/2023 0:00,34.85,10.52,364.64,1158.74,795.68
10/17/2023 1:00,10.22,0.15,739.22,477.16,353.05
10/17/2023 2:00,16.89,6.14,203.86,1073.37,646.67
10/17/2023 3:00,27.75,4.94,466.13,588.8,475.42
10/17/2023 4:00,25.88,10.4,863.17,319.1,399.15
10/17/2023 5:00,9.62,11.49,430.89,280.44,220.71
10/17/2023 6:00,29.47,4.56,631.99,356.51,333.14
10/17/2023 7:00,11.73,12.17,553.4,449.89,335.77
10/17/2023 8:00,11.71,4.41,681.36,688.52,521.52
10/17/2023 9:00,21.11,6.69,975.6,901.5,748.66
10/17/2023 10:00,22.79,10.91,150.16,1186.4,715.7
10/17/2023 11:00,22.4,10.39,616.57,641.51,494.97
10/17/2023 12:00,7.74,14.81,876.73,718.18,531.54
10/17/2023 13:00,31.32,3.38,533.24,721.82,596.05
10/17/2023 14:00,12.97,9.93,170.67,739.43,502.31
10/17/2023 15:00,8.89,9.15,604.49,717.74,590.27
10/17/2023 16:00,31.66,13.73,398.87,208.77,268.19
10/17/2023 17:00,33.67,2.35,239.45,201.72,127.43
10/17/2023 18:00,30.86,11.28,864.13,297.67,332.38
10/17/2023 19:00,29.29,8.52,569.44,301.56,199.23
10/17/2023 20:00,24.66,4.12,939.95,904.9,887.54
10/17/2023 21:00,21.53,7.12,825.41,404.92,399.84
10/17/2023 22:00,7.61,5.01,723.67,1094.71,853
10/17/2023 23:00,17.25,8.69,104.52,1128.61,635.29
10/18/2023 0:00,16.18,13.34,485.04,1175.89,851.03
10/18/2023 1:00,12.79,8.54,277.74,1139.08,831.02
10/18/2023 2:00,26.7,9.48,919.72,471.89,463.11
10/18/2023 3:00,19.88,7.78,257.13,709.78,425.97
10/18/2023 4:00,7.43,0.77,357.45,375.45,289.75
10/18/2023 5:00,11.61,3.49,565.15,1006.21,605.07
10/18/2023 6:00,25.5,7.38,337.03,1088.43,717.83
10/18/2023 7:00,7.28,4.65,288.88,1051.29,729.13
10/18/2023 8:00,30.54,2.73,639.19,633.37,505.8
10/18/2023 9:00,19.85,7.56,180.04,958.67,596.25
10/18/2023 10:00,19.42,4.84,152.35,297.58,234.91
10/18/2023 11:00,22.77,3.87,435.02,240.24,260.97
10/18/2023 12:00,29.74,6.96,748.6,953.24,637.97
10/18/2023 13:00,15.43,2,599.33,625.36,499.32
10/18/2023 14:00,25.34,13.92,480.59,1195.55,933.85
10/18/2023 15:00,21.97,13.02,609.18,297.25,232.14
10/18/2023 16:00,13.01,10.61,428.91,1055.63,713.83
10/18/2023 17:00,31.36,1.59,942.53,679.98,693.42
10/18/2023 18:00,28.92,11.64,149.41,1027.15,700.22
10/18/2023 19:00,24.75,12.12,706.05,1017.13,724.61
10/18/2023 20:00,30.52,11.52,902.15,1115.99,859.18
10/18/2023 21:00,31.02,1.71,823.5,497.85,463.13
10/18/2023 22:00,26.25,9.66,265.64,1149.8,704.64
10/18/2023 23:00,30.11,12.51,366.33,351.67,279.3
10/19/2023 0:00,25.92,8.66,745.34,281.97,303.39
10/19/2023 1:00,25.4,9.7,175.84,631.62,418.81
10/19/2023 2:00,23.56,6.88,830.68,1028.32,745.02
10/19/2023 3:00,27.58,7.93,747.02,673.42,488.83
10/19/2023 4:00,9.76,0.52,756.65,1029.29,766.79
10/19/2023 5:00,31.43,9.58,190.22,929.69,680.65
10/19/2023 6:00,31.16,1.22,745.98,409.43,398.84
10/19/2023 7:00,5.88,6.53,711.84,1148.88,814.46
10/19/2023 8:00,29.77,4.39,847.83,260.78,363.3
10/19/2023 9:00,8.87,8.18,137.44,1098.28,677.72
10/19/2023 10:00,15.05,2,120.8,504.44,420.03
10/19/2023 11:00,27.31,10.37,435.71,700.15,506
10/19/2023 12:00,9.82,11.93,233.91,622.35,454.03
10/19/2023 13:00,29.54,2.45,602.55,371.83,305.63
10/19/2023 14:00,29.96,1.56,925.61,558.15,545.01
10/19/2023 15:00,20.22,2.18,452.33,392.93,339.76
10/19/2023 16:00,5.19,13.16,860.46,403.89,410.28
10/19/2023 17:00,13.61,7.92,100.22,387.06,226.4
10/19/2023 18:00,23.51,7.01,251.66,689.02,431.14
10/19/2023 19:00,34.44,1.6,127.38,997.93,638.19
10/19/2023 20:00,23.95,9.74,395.33,768.97,570.92
10/19/2023 21:00,12.79,13.02,917.37,1093.21,831.74
10/19/2023 22:00,24.02,12.42,187.26,836.54,552.5
10/19/2023 23:00,21.2,9.39,645.77,889.34,659.92
10/20/2023 0:00,28.4,1.13,506.35,867.61,626.65
10/20/2023 1:00,8.21,1.69,944.62,649.46,568.41
10/20/2023 2:00,27.83,0.74,210.27,889.34,576.48
10/20/2023 3:00,21.24,3.86,290.83,269.71,354.51
10/20/2023 4:00,33.89,2.03,126.59,1059.85,676.61
10/20/2023 5:00,15.26,3.9,490.54,977.81,716.67
10/20/2023 6:00,23.98,5.78,350.05,445.23,358.47
10/20/2023 7:00,32.96,14.14,882.92,968.03,742.85
10/20/2023 8:00,8.08,9.16,644.45,212.64,320.26
10/20/2023 9:00,33.12,12.52,652.68,417.25,365.07
10/20/2023 10:00,25.64,10.66,578.72,265.14,326.51
10/20/2023 11:00,7.04,1.69,182.67,980.23,607.79
10/20/2023 12:00,14.03,11.04,500.52,955.87,624.53
10/20/2023 13:00,26.25,4.13,999.55,1013.64,825.95
10/20/2023 14:00,7.02,9.59,851.71,204.48,236.84
10/20/2023 15:00,22.47,5.11,904.11,701.23,627.83
10/20/2023 16:00,15.38,14.97,840.9,904.84,649.88
10/20/2023 17:00,23.63,3.95,192.74,355.4,235.44
10/20/2023 18:00,6.37,4.19,304.7,849.79,498.81
10/20/2023 19:00,31.15,13.96,102.81,284.11,330.84
10/20/2023 20:00,34.2,0.37,373.16,381.33,220.69
10/20/2023 21:00,34.07,10.45,197.75,675.8,444.47
10/20/2023 22:00,27.49,10.88,525.51,853.57,673.32
10/20/2023 23:00,8.9,12.55,709.41,345.87,399.97
10/21/2023 0:00,27.75,14.62,887.05,385.22,449.65
10/21/2023 1:00,5.74,14.63,774.3,404.45,380.2
10/21/2023 2:00,5.66,0.98,944.73,438.7,519.62
10/21/2023 3:00,14.71,12.33,148.51,426.55,330.07
10/21/2023 4:00,19.66,9.69,110.96,595.15,388.93
10/21/2023 5:00,28.11,9.71,695.2,853.79,662.37
10/21/2023 6:00,25.5,1.93,360.42,638.03,439.51
10/21/2023 7:00,18.38,9.75,328.15,975.97,604.76
10/21/2023 8:00,13.21,14.74,397.8,919.27,691.5
10/21/2023 9:00,34.91,13.68,342.82,326.53,328.72
10/21/2023 10:00,17.79,6.59,560.29,248.84,216.5
10/21/2023 11:00,18.54,0.6,496.13,1077.94,738.24
10/21/2023 12:00,9.91,5.43,561.19,279.83,272.42
10/21/2023 13:00,28.84,12.4,705.44,348.34,347.22
10/21/2023 14:00,25.81,10.52,448.42,222.13,225.13
10/21/2023 15:00,11.62,6.89,326.18,828.34,608.89
10/21/2023 16:00,7.47,0.83,249.58,782.37,481.89
10/21/2023 17:00,25.41,6.4,414.53,1186.9,752.09
10/21/2023 18:00,24.64,7.04,767.63,1086.93,866.81
10/21/2023 19:00,13.2,13.93,781.03,610.84,498.19
10/21/2023 20:00,33.53,9.62,700.21,571.59,418.88
10/21/2023 21:00,9.53,4.67,310.63,496.85,335.51
10/21/2023 22:00,17.97,7.88,629.28,352.41,320.01
10/21/2023 23:00,33.31,0.99,613.62,338.08,403.22
10/22/2023 0:00,17.59,14.59,535.84,332.28,351.32
10/22/2023 1:00,24.16,5.4,594.98,314.11,364.3
10/22/2023 2:00,16.93,7.17,542.61,440.51,413.11
10/22/2023 3:00,13.23,5.33,608.91,506.67,472.56
10/22/2023 4:00,34.52,10.24,743.96,1161.58,810.31
10/22/2023 5:00,17.28,9.93,198.67,778.47,495.89
10/22/2023 6:00,31.82,10.73,774.66,1187.6,816.92
10/22/2023 7:00,11.9,4.02,222.3,572.47,377.01
10/22/2023 8:00,11.39,4.74,159.97,657.63,460.3
10/22/2023 9:00,5.93,1.88,978.47,524.58,516.98
10/22/2023 10:00,24.55,9.83,961.29,382.89,486.58
10/22/2023 11:00,16.06,0.6,154.39,343.16,179.65
10/22/2023 12:00,30.93,8.97,498.93,1145.08,810.95
10/22/2023 13:00,19.2,13.05,267.62,1186.81,701.89
10/22/2023 14:00,34.05,13.36,536.81,244.91,257.68
10/22/2023 15:00,10.57,6.74,847.16,350.35,415.98
10/22/2023 16:00,31.06,6.89,955.55,623.52,553.81
10/22/2023 17:00,28.3,1.15,670.83,386.33,393.41
10/22/2023 18:00,28.13,10.06,418.52,563.88,373.04
10/22/2023 19:00,30.34,12.32,642.99,329.1,241.64
10/22/2023 20:00,27.83,3.67,380.8,656.51,497.55
10/22/2023 21:00,23.79,6.32,918.84,471.69,553.35
10/22/2023 22:00,8.94,12.58,883.36,551.91,456.75
10/22/2023 23:00,5.98,13.16,602.41,294.31,356.86
10/23/2023 0:00,32.63,3.65,392.32,628.13,457.15
10/23/2023 1:00,23.5,8.26,364.05,1183.26,715.15
10/23/2023 2:00,28.9,2.89,130.08,528.83,286.45
10/23/2023 3:00,19.45,1.53,834.24,1076.43,813.34
10/23/2023 4:00,8.52,13.67,505.34,1043.2,705.4
10/23/2023 5:00,8.76,12.31,392.62,1152.06,702.88
10/23/2023 6:00,25.57,11.4,524,990.11,613.02
10/23/2023 7:00,17.91,0.73,836.86,859.6,640.72
10/23/2023 8:00,11.02,12.66,212.15,1056.58,684.81
10/23/2023 9:00,19.75,6.57,871.89,275.64,338.79
10/23/2023 10:00,6.93,5.14,907.76,662.83,553.67
10/23/2023 11:00,22.46,8.2,952.04,1189.26,913.24
10/23/2023 12:00,13.07,1.37,457.74,969.6,725.17
10/23/2023 13:00,28.93,11.35,295.43,1162.08,774.9
10/23/2023 14:00,14.31,8.74,436.28,979.63,668.1
10/23/2023 15:00,18.66,2.8,399.62,1074.88,770.98
10/23/2023 16:00,5.35,2.82,258.54,906.53,547.35
10/23/2023 17:00,7.17,2.76,646.54,960.5,694.09
10/23/2023 18:00,16.77,0.86,528.96,723.18,529.56
10/23/2023 19:00,19.4,8.82,879.13,1124.24,787.64
10/23/2023 20:00,23,12.61,128.9,1025.04,618.55
10/23/2023 21:00,13.75,0.26,679.48,1043.88,658.45
10/23/2023 22:00,25.85,0.74,786.65,873.01,776.67
10/23/2023 23:00,30.8,8.59,783.54,504.58,411.73
10/24/2023 0:00,28.4,12.29,897.47,235.63,398.95
10/24/2023 1:00,6.19,4.9,756.13,1135.66,834.03
10/24/2023 2:00,19.42,5.24,935.03,786.12,686.4
10/24/2023 3:00,8.15,8.95,399.39,498.14,353.43
10/24/2023 4:00,12.26,4.11,552.89,349.14,330.04
10/24/2023 5:00,34.6,0.4,112.67,1029.52,672.73
10/24/2023 6:00,9.27,11.03,106.26,1036.52,675.29
10/24/2023 7:00,19.97,9.38,316.11,1014.51,709.73
10/24/2023 8:00,23.54,8.71,190.73,845.08,525.91
10/24/2023 9:00,26.07,11.13,334.19,566.02,381.32
10/24/2023 10:00,21.79,10.13,259.34,504.07,273.59
10/24/2023 11:00,5.29,3.09,125.67,208.55,176.12
10/24/2023 12:00,14.79,5.29,918.37,1033.61,857.43
10/24/2023 13:00,20.53,1.89,107.4,287.43,274.55
10/24/2023 14:00,7.64,1.95,762.47,830.75,666.01
10/24/2023 15:00,15.52,10.14,236.93,704.07,430.49
10/24/2023 16:00,6,12.88,921.01,726.69,534.07
10/24/2023 17:00,7.36,14.44,903.52,1126.71,907.37
10/24/2023 18:00,16.91,9.43,688.51,231.62,185.91
10/24/2023 19:00,8.98,2.76,705.01,973.39,707.73
10/24/2023 20:00,22.03,1.58,104.81,252.05,160.82
10/24/2023 21:00,25.68,12.19,986.38,238.15,335.48
10/24/2023 22:00,29.02,8.68,890.05,629.82,556.82
10/24/2023 23:00,11,9.27,905.6,263.08,344.94
10/25/2023 0:00,10.02,11.72,693.32,989.14,610.21
10/25/2023 1:00,8.14,10.55,410.31,729.56,519.48
10/25/2023 2:00,24.09,12.52,904.28,229.04,205.55
10/25/2023 3:00,26.19,0.84,362.37,240.5,253.3
10/25/2023 4:00,5.95,11.21,606.44,812.67,580.01
10/25/2023 5:00,33.09,12.76,189.76,1006.11,532.49
10/25/2023 6:00,6.56,4.29,929.76,637.8,527.49
10/25/2023 7:00,21.24,9.61,226.69,754.58,468.62
10/25/2023 8:00,26.27,4.71,302.41,999.83,719.44
10/25/2023 9:00,31.13,14.37,602.32,810.51,615.16
10/25/2023 10:00,26.42,0.5,787.68,424.76,429.56
10/25/2023 11:00,29.05,8.7,657.42,813.05,677.51
10/25/2023 12:00,15.18,2.5,308.92,828.28,553.69
10/25/2023 13:00,29.44,10.68,100.85,934.11,617.28
10/25/2023 14:00,7.4,2.64,781.44,820.87,682.74
10/25/2023 15:00,31.84,3.53,986.69,1169.24,834.21
10/25/2023 16:00,21.43,7.42,828.92,397.29,477.06
10/25/2023 17:00,29.52,13.72,514.19,1151.09,721.1
10/25/2023 18:00,18.57,3.18,913.39,738.34,671.23
10/25/2023 19:00,24.31,2.16,468.86,871.96,540.88
10/25/2023 20:00,20.79,11.38,572.44,299.46,323.09
10/25/2023 21:00,26.95,7.51,529.42,580.58,546.57
10/25/2023 22:00,7.45,13.68,502.86,969.38,670.18
10/25/2023 23:00,6.81,2.2,797.67,906.91,690.64
10/26/2023 0:00,12.41,9.69,574.09,240.14,288.46
10/26/2023 1:00,9.79,3.49,385.05,746.59,508.15
10/26/2023 2:00,31.15,2.35,332.34,288.28,330.11
10/26/2023 3:00,11.58,10.25,133.97,1195.86,752.89
10/26/2023 4:00,34.28,8.91,624.88,1097.3,766.45
10/26/2023 5:00,15.11,11.32,306.97,221.08,165.89
10/26/2023 6:00,10.46,4.64,233.32,1058.65,634.74
10/26/2023 7:00,28.69,6.72,688.45,1119.43,777.29
10/26/2023 8:00,24.76,6.08,713.09,553.55,456.6
10/26/2023 9:00,19.95,14.76,776.94,919.5,681.23
10/26/2023 10:00,21.66,4.38,553.22,642.1,462.56
10/26/2023 11:00,26.58,4.42,904.65,855.23,798.57
10/26/2023 12:00,11.85,5.32,942.71,540.32,460.7
10/26/2023 13:00,34.89,8.47,826.63,522.56,485.35
10/26/2023 14:00,34.24,3.78,672.03,624.43,538.31
10/26/2023 15:00,24.51,13.73,373.35,345.57,312.14
10/26/2023 16:00,10.99,3.99,984.65,1031.14,812.28
10/26/2023 17:00,25.41,13.44,346.72,548.7,385.18
10/26/2023 18:00,7.17,1.55,282.39,600.15,438.99
10/26/2023 19:00,5.92,9.85,497.94,1094.05,768.36
10/26/2023 20:00,12.73,13.6,151.16,696.62,433.9
10/26/2023 21:00,18.88,2.53,980.65,744.25,564.33
10/26/2023 22:00,31.05,14.52,629.59,1156.5,794.97
10/26/2023 23:00,26.82,6.79,601.26,1086.73,714.28
10/27/2023 0:00,27.28,14.19,690.22,369.47,324.95
10/27/2023 1:00,17.76,10.15,547.32,673.22,514.04
10/27/2023 2:00,15.38,4.52,128.86,1171.3,746.03
10/27/2023 3:00,16.13,2.82,651.08,572.37,562.38
10/27/2023 4:00,34.63,4.56,744.56,571.57,464.53
10/27/2023 5:00,6.2,1.4,475.07,395.03,370.62
10/27/2023 6:00,31.01,2.16,781.57,314.32,359.99
10/27/2023 7:00,22.36,1.57,304.3,940.3,689.69
10/27/2023 8:00,18.16,6.34,299.15,970.03,670.03
10/27/2023 9:00,26.76,11.93,245.28,1169.01,698.85
10/27/2023 10:00,19.6,2.12,434.8,973.42,584.65
10/27/2023 11:00,31.2,1.95,862.31,443.35,453.84
10/27/2023 12:00,32.02,9.65,845.12,240.12,285.71
10/27/2023 13:00,17.65,2.96,444.54,1185.44,750.86
10/27/2023 14:00,13.3,1.46,630.21,540.45,386.79
10/27/2023 15:00,22.77,2.5,748.73,511.97,464.73
10/27/2023 16:00,32.37,13.86,317.09,1105.96,800.99
10/27/2023 17:00,11.32,12.32,251.33,785.1,499.66
10/27/2023 18:00,23.69,5.31,974.89,414.87,472.88
10/27/2023 19:00,23.95,9.84,655.8,1089.1,778.52
10/27/2023 20:00,26.99,8.06,983.27,1193.36,847.4
10/27/2023 21:00,8.95,10.16,403.98,286.68,288.53
10/27/2023 22:00,26.47,10.24,732.73,1062.25,728.14
10/27/2023 23:00,32.27,9.43,300.34,590.52,414.52
10/28/2023 0:00,10.39,3.99,335.08,724.07,483.98
10/28/2023 1:00,12.13,0.59,560.71,1114.82,825.63
10/28/2023 2:00,34.14,6.83,387.66,1173.38,727.97
10/28/2023 3:00,10.43,13.36,250.86,462.16,345.68
10/28/2023 4:00,30.63,8.54,336.59,412.85,272.18
10/28/2023 5:00,19.77,12.49,132.17,280.52,167.94
10/28/2023 6:00,12.42,14.87,733.98,761.8,420.63
10/28/2023 7:00,31.12,2.45,542.9,213.6,341.1
10/28/2023 8:00,18.36,10.38,184.82,611.9,430.59
10/28/2023 9:00,20.44,10.11,254.52,273.38,175.56
10/28/2023 10:00,15.78,14.7,192.28,605.23,343.89
10/28/2023 11:00,22.79,14.78,651.33,239.93,247.97
10/28/2023 12:00,9.91,10.3,184.79,1035.22,692.9
10/28/2023 13:00,16.73,3.65,778.85,409.74,306.64
10/28/2023 14:00,34.08,11.98,118.46,528.31,332.4
10/28/2023 15:00,12.74,1.61,324.44,1070.05,795.29
10/28/2023 16:00,24.7,11.71,901.6,946.27,690.21
10/28/2023 17:00,14.76,13.65,746.68,419.04,403.41
10/28/2023 18:00,28.2,5.74,165.67,271.9,305.87
10/28/2023 19:00,8.93,9.46,839.01,915.67,747.87
10/28/2023 20:00,34.09,6.45,543.73,590.7,468.82
10/28/2023 21:00,18.61,6.57,862.1,966.08,776.74
10/28/2023 22:00,12.08,4.66,640.67,645.29,494.8
10/28/2023 23:00,7.2,11.43,713.65,546,534.17
10/29/2023 0:00,10.09,14.04,994.15,651.21,568.18
10/29/2023 1:00,20.59,14.11,309.1,948.56,531.59
10/29/2023 2:00,15.11,2.62,661.55,1102.22,773.82
10/29/2023 3:00,29.87,13.12,514.29,249.77,203.07
10/29/2023 4:00,17.93,11.06,135.51,724.11,446.4
10/29/2023 5:00,12.46,3.79,113.02,232.84,148.97
10/29/2023 6:00,23.51,1.01,207.31,668.41,502.28
10/29/2023 7:00,26.2,4.02,684.18,1085.28,822.37
10/29/2023 8:00,10.01,13.68,610.45,561.59,470.84
10/29/2023 9:00,10.03,9.5,598.09,1132.45,797.99
10/29/2023 10:00,6.1,10.82,128.67,830.61,470.07
10/29/2023 11:00,27.09,3.86,522.37,1134.16,675.52
10/29/2023 12:00,24.91,10.79,932.16,957.17,765.31
10/29/2023 13:00,19.24,0.42,457.83,303.44,313.32
10/29/2023 14:00,30.33,5.63,662.43,431.15,385.2
10/29/2023 15:00,29.17,9.4,801.84,594.17,489.19
10/29/2023 16:00,22.56,2.19,805.53,370.11,406.18
10/29/2023 17:00,31.05,12.35,567.35,694.91,525.02
10/29/2023 18:00,11.18,3.53,872.16,671.37,661.19
10/29/2023 19:00,8.36,9.78,452.24,1156.26,844.86
10/29/2023 20:00,13.09,6.08,899.82,633.73,607.57
10/29/2023 21:00,6.71,8.94,316.2,985.63,691.61
10/29/2023 22:00,20.94,1.61,352.19,1141.91,690.92
10/29/2023 23:00,33.1,0.25,147.81,1076.99,708.88
10/30/2023 0:00,6.18,13.64,816.02,408.67,425.86
10/30/2023 1:00,8.66,4.04,475.35,696.03,542.6
10/30/2023 2:00,18.57,12.3,306.2,547.74,413.29
10/30/2023 3:00,33.02,14.99,308.61,599.86,442.78
10/30/2023 4:00,14.48,3.17,911.26,560.81,653.46
10/30/2023 5:00,20.22,3.98,850.52,1026.36,781.71
10/30/2023 6:00,6.25,9.94,598.18,652.14,556.74
10/30/2023 7:00,9.45,14.48,654.5,723.69,540.12
10/30/2023 8:00,34.6,13.74,526.89,1182.45,853.01
10/30/2023 9:00,33.95,7.54,452.5,259.98,292.7
10/30/2023 10:00,5.15,11.93,923.93,687.96,614.59
10/30/2023 11:00,33.55,2.04,213.05,974.06,710.31
10/30/2023 12:00,24.17,14.66,476.6,351.16,260.34
10/30/2023 13:00,31.04,14.47,410.11,811.53,543.13
10/30/2023 14:00,18.64,2.46,548.34,439.46,383.72
10/30/2023 15:00,20.47,4.49,511.87,1067.4,786.41
10/30/2023 16:00,19.67,1.5,567,527.1,438.48
10/30/2023 17:00,25.01,4.08,225.93,529.06,426.5
10/30/2023 18:00,9.19,12.24,561.83,798.19,556.97
10/30/2023 19:00,5.9,5.67,318.18,383.56,236.18
10/30/2023 20:00,14.24,1.33,265.9,484.89,359.39
10/30/2023 21:00,26.14,5.13,158.35,616.63,397.28
10/30/2023 22:00,11.06,14.72,786.39,553.64,515.13
10/30/2023 23:00,25.2,9.45,484.7,724.88,529.55
10/31/2023 0:00,34.1,6.24,663.98,799.64,594.95
10/31/2023 1:00,7.82,2.5,754.83,766.67,606.97
10/31/2023 2:00,25.18,14.79,711.38,854.17,654.74
10/31/2023 3:00,18.31,12.31,523.45,507.75,392.86
10/31/2023 4:00,31.04,4.22,449.11,326.43,275.1
10/31/2023 5:00,10.31,1.05,438.36,960.81,643.87
10/31/2023 6:00,25.78,0.85,676.04,1050.78,808.43
10/31/2023 7:00,30.14,1.81,545.31,457.01,392.79
10/31/2023 8:00,33.34,8.71,864.22,607.09,649.07
10/31/2023 9:00,25.5,13.93,887.23,698.57,603.23
10/31/2023 10:00,19.92,7.45,253.5,733.33,462.41
10/31/2023 11:00,23.54,12.64,222.61,859.49,692.49
10/31/2023 12:00,31.07,6.69,667.36,241.6,298.45
10/31/2023 13:00,22.12,10.63,371.1,921.48,675.55
10/31/2023 14:00,5.91,10.98,116.71,261.97,209.03
10/31/2023 15:00,32.93,2.61,899.78,668.29,611.82
10/31/2023 16:00,25.69,5.42,304.21,1027.67,703.69
10/31/2023 17:00,25.3,9.56,936.35,651.22,521.94
10/31/2023 18:00,11.47,1.06,745.69,349.09,376.86
10/31/2023 19:00,24.77,5.42,786.39,1185.03,801.51
10/31/2023 20:00,16.82,8.02,281.32,1089.29,700.31
10/31/2023 21:00,24.54,14.94,310.77,971.31,607.17
10/31/2023 22:00,8.2,7.12,569.14,611.51,497.9
10/31/2023 23:00,24.74,12.24,254.89,383.85,296.77
11/1/2023 0:00,34.98,6.48,374.89,1141.41,783.23
11/1/2023 1:00,6.45,11.95,389.32,732.35,530.44
11/1/2023 2:00,34.32,8.93,243.67,1052.36,648.91
11/1/2023 3:00,17.21,13.3,284.66,542.1,367.81
11/1/2023 4:00,31.12,6.16,809.7,535.29,528.52
11/1/2023 5:00,28.47,9.06,250.48,1185.54,813.91
11/1/2023 6:00,22.01,9.45,125.61,721.83,399.94
11/1/2023 7:00,27.15,6.26,666.42,340.7,260.53
11/1/2023 8:00,31.36,2.16,978.38,419.67,410.92
11/1/2023 9:00,17.12,1.4,398.09,681.94,540.91
11/1/2023 10:00,14.81,0.25,206.79,242.47,247.56
11/1/2023 11:00,25.03,13.1,613.35,662.53,472.64
11/1/2023 12:00,29.24,3.55,915.72,618.94,569.52
11/1/2023 13:00,27.87,3.17,805.66,979.34,840.14
11/1/2023 14:00,28.93,11.04,660.26,554.94,484.68
11/1/2023 15:00,18.07,4.8,383.55,1182.55,856.83
11/1/2023 16:00,29.54,7.59,587.69,380.77,395.18
11/1/2023 17:00,8.61,2.44,182.12,790.99,465.26
11/1/2023 18:00,21.33,14.4,711.05,289.7,305.09
11/1/2023 19:00,5.17,12.77,752.59,933.86,711.3
11/1/2023 20:00,14.74,12.96,968.53,1194.75,914.47
11/1/2023 21:00,15.99,6.1,334.36,1019.14,723.56
11/1/2023 22:00,16.89,11.44,116.61,755.7,496.03
11/1/2023 23:00,25.86,2.16,591.05,684.74,382.03
11/2/2023 0:00,16.66,0.13,736.11,1035.03,702.59
11/2/2023 1:00,18.46,0.3,811.37,1135.97,734.46
11/2/2023 2:00,12.13,8.8,274.37,1189.21,776.29
11/2/2023 3:00,16.2,6.83,335.58,596.54,436.38
11/2/2023 4:00,11.82,7.77,561.33,1190.92,840.2
11/2/2023 5:00,7.2,0.11,397.54,355.93,245.11
11/2/2023 6:00,23.1,6.34,874.46,453.55,480.1
11/2/2023 7:00,25.05,10.77,526.38,289.02,313.42
11/2/2023 8:00,23.58,6.64,819.62,471.74,383.55
11/2/2023 9:00,18.9,10.98,622.56,967.94,630.87
11/2/2023 10:00,16.39,3.5,795.78,1052.92,790.55
11/2/2023 11:00,30.9,12.2,399.41,978.89,755.59
11/2/2023 12:00,20.57,8.83,848.27,831.07,752.4
11/2/2023 13:00,19.38,3.16,347.12,713.97,525.66
11/2/2023 14:00,5.77,3.55,591.49,908.7,626.67
11/2/2023 15:00,15.24,9.42,292.61,590.83,456.42
11/2/2023 16:00,16.41,12.45,527.97,1041.31,706.51
11/2/2023 17:00,16.96,6.23,386.36,877.19,564.59
11/2/2023 18:00,22.41,3.87,340.03,897.8,499.1
11/2/2023 19:00,21.01,13.01,970.29,735.94,639.44
11/2/2023 20:00,23.24,10.04,244.07,1085.23,667.45
11/2/2023 21:00,27.95,6.72,808.59,452.01,437.08
11/2/2023 22:00,29.39,7.32,985.75,581.15,430.14
11/2/2023 23:00,26.54,3.06,117.91,977.64,618.35
11/3/2023 0:00,33.67,9.4,729.12,692.75,438.98
11/3/2023 1:00,5.55,5.38,327.62,1089.21,772.91
11/3/2023 2:00,10.87,14.93,136.44,546.4,379.73
11/3/2023 3:00,5.23,7.2,462.6,569.33,419.46
11/3/2023 4:00,24.42,7.29,941.7,1088.74,868.99
11/3/2023 5:00,31.94,8.49,110.59,664.37,370.99
11/3/2023 6:00,12.3,13.75,629.1,716.12,557.74
11/3/2023 7:00,32.81,12.01,551.26,532.76,468.45
11/3/2023 8:00,6.81,6.77,886.05,476.67,307.82
11/3/2023 9:00,33.03,10.78,175.6,855.95,525.25
11/3/2023 10:00,15.55,8.79,713.37,319.84,332.57
11/3/2023 11:00,8.04,7.39,712.1,1079.27,779.43
11/3/2023 12:00,19.58,2.88,702.17,979.2,800.52
11/3/2023 13:00,12.7,6.96,948.1,390.75,367.18
11/3/2023 14:00,13.55,3.69,840.78,894.02,673.14
11/3/2023 15:00,14.22,13.72,137.78,802.63,411.97
11/3/2023 16:00,29.09,5.03,523.97,384.54,410.53
11/3/2023 17:00,21.17,14.28,458.16,473.2,361.81
11/3/2023 18:00,14.34,8,379.13,608.99,418.5
11/3/2023 19:00,23.31,9.47,506.2,899.24,637.21
11/3/2023 20:00,26.48,8.14,445.77,838.72,623.39
11/3/2023 21:00,13.18,1.94,489.1,732.23,554.34
11/3/2023 22:00,17.41,5.64,981.34,968.41,909.14
11/3/2023 23:00,8.66,1.49,179.77,957.94,633.26
11/4/2023 0:00,10.43,9.34,930.01,817.86,652.52
11/4/2023 1:00,25.43,6.7,532.21,986.99,669.9
11/4/2023 2:00,10.44,11.67,661.37,534.26,432.03
11/4/2023 3:00,20.75,3.31,847.16,1081.25,742.76
11/4/2023 4:00,26.27,2.47,424.42,814.91,575.58
11/4/2023 5:00,8.21,6.09,487.38,1022.36,749.46
